fish_id,species,common_name,waterbody_name,kingdom,phylum,class,order,family,genus,status,feeding_type,temp_max,weight_max,length_max,temp_pref_min,temp_pref_max,temp_range,fecundity_mean,fecundity_min,fecundity_max,trophic_lvl_estimate,trophic_lvl,wb_ph_min,wb_ph_max,wb_salinity_min,wb_salinity_max,wb_do_min,wb_do_max,wb_bod_min,wb_bod_max,wb_turbidity_min,wb_turbidity_max,wb_temp_min,wb_temp_max
F0198,Labeobarbus aeneus,Smallmouth yellowfish,Luhoho River (Tchinganda),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,Established,variable,,7840,,,,,,,,,3.11,6.5,7.5,0.05,0.15,6.5,8.5,1.2,2.5,3.0,8.0,22.0,26.0
F0198,Labeobarbus aeneus,Smallmouth yellowfish,Malebo Pool (Congo River),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,Established,variable,,7840,,,,,,,,,3.11,6.5,7.5,0.05,0.15,6.5,8.5,1.2,2.5,3.0,8.0,22.0,26.0
F0199,Hoplias lacerdae,Blue wolf fish,Laguna de Bay,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Invasive,,,8394.5,74.5,,,,,,,4.3,,6.5,7.5,0.1,0.3,4.5,6.0,2.0,5.0,10.0,20.0,28.0,32.0
F0199,Hoplias lacerdae,Blue wolf fish,Laguna River,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Invasive,,,8394.5,74.5,,,,,,,4.3,,6.8,7.2,0.2,0.4,5.0,6.5,1.5,4.0,8.0,15.0,27.0,31.0
F0199,Hoplias lacerdae,Blue wolf fish,Laguna Creek,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Invasive,,,8394.5,74.5,,,,,,,4.3,,6.7,7.3,0.1,0.3,4.8,6.2,2.0,4.0,9.0,18.0,28.0,30.0
F0199,Hoplias lacerdae,Blue wolf fish,Laguna Stream,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Invasive,,,8394.5,74.5,,,,,,,4.3,,6.6,7.4,0.1,0.2,4.6,6.1,2.2,4.5,7.0,16.0,29.0,31.0
F0199,Hoplias lacerdae,Blue wolf fish,Taal Lake,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Invasive,,,8394.5,74.5,,,,,,,4.3,,6.5,7.0,0.1,0.2,4.0,5.5,3.0,6.0,12.0,22.0,26.0,30.0
F0199,Hoplias lacerdae,Blue wolf fish,Lake Sampaloc,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Invasive,,,8394.5,74.5,,,,,,,4.3,,6.8,7.2,0.1,0.3,5.2,6.5,1.8,4.2,10.0,20.0,27.0,29.0
F0200,Channa argus,Snakehead,Potomac River (USA),Animalia,Chordata,Actinopterygii,Perciformes,Channidae,Channa,Invasive,predator,,8470,24.7,4,22,18,54150,25300.0,83000.0,,4.5,6.0,7.5,-15.0,18.0,5.0,8.0,,,,,0.0,30.0
F0201,Salvelinus malma,Dolly varden,"Charley River, Alaska",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.5,7.5,0.0,0.0,8.2,8.2,,,,,4.5,4.5
F0201,Salvelinus malma,Dolly varden,"Healy Lake, Alaska",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.4,7.4,0.0,0.0,8.0,8.0,,,,,4.2,4.2
F0201,Salvelinus malma,Dolly varden,"Tok-Tanana River, Alaska",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.6,7.6,0.0,0.0,8.5,8.5,,,,,4.8,4.8
F0201,Salvelinus malma,Dolly varden,"Upper Koyukuk River, Alaska",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.3,7.3,0.0,0.0,8.3,8.3,,,,,4.7,4.7
F0201,Salvelinus malma,Dolly varden,"Lake Tahoe, California",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.8,7.8,0.0,0.0,9.0,9.0,,,,,5.0,5.0
F0201,Salvelinus malma,Dolly varden,"McCloud River, California",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.7,7.7,0.0,0.0,8.8,8.8,,,,,4.9,4.9
F0201,Salvelinus malma,Dolly varden,"Upper Yuba River, California",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.5,7.5,0.0,0.0,8.6,8.6,,,,,4.6,4.6
F0201,Salvelinus malma,Dolly varden,"Bruneau River, Idaho",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.4,7.4,0.0,0.0,8.2,8.2,,,,,4.4,4.4
F0201,Salvelinus malma,Dolly varden,"Imnaha River, Oregon",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.6,7.6,0.0,0.0,8.7,8.7,,,,,4.8,4.8
F0201,Salvelinus malma,Dolly varden,"Sprague River, Oregon",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.5,7.5,0.0,0.0,8.5,8.5,,,,,4.7,4.7
F0201,Salvelinus malma,Dolly varden,"Upper Crooked River, Oregon",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Failed,variable,12,8610,104,4,18,14,,,,,3.469999981,7.7,7.7,0.0,0.0,8.9,8.9,,,,,4.9,4.9
F0202,Lutjanus argentimaculatus,Mangrove red snapper,Laguna de Bay,Animalia,Chordata,Actinopterygii,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Reported,predator,31,8700,108.5143,16,30,14,,,,,3.85,7.6,8.5,0.5,1.5,5.2,8.0,,,,,0.5,28.9
F0202,Lutjanus argentimaculatus,Mangrove red snapper,Navotas River,Animalia,Chordata,Actinopterygii,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Reported,predator,31,8700,108.5143,16,30,14,,,,,3.85,7.18,7.18,7.96,18.04,6.22,7.84,,,,,,
F0202,Lutjanus argentimaculatus,Mangrove red snapper,Taal Freshwater Pond,Animalia,Chordata,Actinopterygii,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Reported,predator,31,8700,108.5143,16,30,14,,,,,3.85,7.6,8.5,0.0,0.0,4.8,8.0,,,,,25.5,33.5
F0202,Lutjanus argentimaculatus,Mangrove red snapper,"Mangrove Estuary, Trang, Thailand",Animalia,Chordata,Actinopterygii,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Reported,predator,31,8700,108.5143,16,30,14,,,,,3.85,7.03,8.32,,,5.4,8.61,,,,,25.0,28.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Laguna de Bay,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.0,8.0,0.1,0.5,4.0,6.0,2.0,4.0,5.0,15.0,28.0,30.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Laguna Lake,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.2,8.1,0.1,0.4,4.2,6.5,2.5,4.5,6.0,18.0,27.0,29.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Pampanga River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.1,8.0,0.0,0.3,5.0,7.0,1.5,3.0,4.0,12.0,26.0,28.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Taal Lake,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,6.8,7.9,0.0,0.2,4.5,6.2,2.0,3.5,3.0,10.0,25.0,27.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Angat River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.0,8.0,0.0,0.1,4.8,6.5,1.8,3.2,5.0,14.0,27.0,29.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Ilog-Hilab River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,6.9,7.8,0.0,0.2,4.2,5.8,2.0,3.0,4.0,11.0,26.0,28.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Buhi Lake,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.0,8.0,0.0,0.1,5.0,6.5,1.5,2.8,3.0,9.0,24.0,26.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Lake Danao,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.2,8.1,0.0,0.3,4.5,6.0,2.0,3.5,5.0,13.0,27.0,29.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Lake Mainit,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,7.0,8.0,0.0,0.2,4.0,5.5,1.8,3.2,4.0,10.0,26.0,28.0
F0203,Cirrhinus cirrhosus,Mrigal carp,Lake Taal,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Invasive,grazer,9,8832.857,85.06667,,,,,,,,2.4,6.9,7.8,0.0,0.1,4.2,5.8,2.0,3.0,3.0,8.0,25.0,27.0
F0204,Channa marulius,Great snakehead,"Chashma Barrage, Pakistan",Animalia,Chordata,Actinopterygii,Perciformes,Channidae,Channa,Invasive,predator,,9050,90,24,28,4,,,40000.0,,4.5,7.8,8.2,0.0,0.1,4.5,6.0,1.0,3.0,10.0,20.0,29.1,35.9
F0204,Channa marulius,Great snakehead,"Guwardi Dam, Pakistan",Animalia,Chordata,Actinopterygii,Perciformes,Channidae,Channa,Invasive,predator,,9050,90,24,28,4,,,40000.0,,4.5,8.35,9.94,0.28,0.64,3.92,4.84,1.8,4.84,,,27.3,30.7
F0204,Channa marulius,Great snakehead,"Sakhya Sagar Lake, India",Animalia,Chordata,Actinopterygii,Perciformes,Channidae,Channa,Invasive,predator,,9050,90,24,28,4,,,40000.0,,4.5,,,,,,,,,,,,
F0205,Parachromis dovii,Guapote,"Aguan River, Honduras",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0205,Parachromis dovii,Guapote,"Moín River, Costa Rica",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0205,Parachromis dovii,Guapote,"Yeguare River, Honduras",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0205,Parachromis dovii,Guapote,"Bebedero River, Costa Rica",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0205,Parachromis dovii,Guapote,"Loiza Reservoir, Puerto Rico",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0205,Parachromis dovii,Guapote,El Salvador (various lakes),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0205,Parachromis dovii,Guapote,"Lake Hévíz, Hungary (outflow canal)",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Established,,,9295,,21,37,16,,,,3.8,,7.0,8.0,0.0,0.0,,,,,,,24.0,28.0
F0206,Bagrus meridionalis,Kampoyo,"Lake Albert, DRC",Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,Reported,predator,14,9500,93,,,,,,,,3.93,8.01,8.01,,,4.8,4.8,,,,,29.07,29.07
F0206,Bagrus meridionalis,Kampoyo,"Lake Albert, DRC",Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,Reported,predator,14,9500,93,,,,,,,,3.93,6.5,9.5,,,,,,,,,,
F0206,Bagrus meridionalis,Kampoyo,"Lake Malombe, Zambia",Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,Reported,predator,14,9500,93,,,,,,,,3.93,,,,,,,,,,,,
F0207,Chitala ornata,Clown featherback,Laguna de Bay (East Bay),Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Invasive,predator,,9600,,24,28,4,,,,,3.68,7.0,7.0,0.0,0.0,3.5,3.5,,,15.0,15.0,28.0,28.0
F0207,Chitala ornata,Clown featherback,Laguna de Bay (West Bay),Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Invasive,predator,,9600,,24,28,4,,,,,3.68,7.2,7.2,0.0,0.0,4.0,4.0,,,12.0,12.0,28.0,28.0
F0207,Chitala ornata,Clown featherback,Laguna de Bay (Central Bay),Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Invasive,predator,,9600,,24,28,4,,,,,3.68,7.1,7.1,0.0,0.0,4.2,4.2,,,10.0,10.0,28.0,28.0
F0207,Chitala ornata,Clown featherback,Molawin Creek,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Invasive,predator,,9600,,24,28,4,,,,,3.68,7.5,7.5,0.0,0.0,6.0,6.0,3.0,3.0,10.0,10.0,26.0,26.0
F0207,Chitala ornata,Clown featherback,Laguna River,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Invasive,predator,,9600,,24,28,4,,,,,3.68,7.4,7.4,0.0,0.0,5.5,5.5,2.5,2.5,8.0,8.0,27.0,27.0
F0208,Pterodoras granulosus,Granulated catfish,"Paraná River, Argentina",Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Pterodoras,Failed,variable,,9878,76.36667,20,24,4,,,,,2.55,6.5,7.5,0.0,0.0,5.0,7.0,2.0,4.0,5.0,10.0,24.0,28.0
F0208,Pterodoras granulosus,Granulated catfish,"Itaipu Reservoir, Brazil",Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Pterodoras,Failed,variable,,9878,76.36667,20,24,4,,,,,2.55,6.0,7.5,0.0,0.0,6.0,8.0,2.0,3.0,3.0,7.0,23.0,27.0
F0208,Pterodoras granulosus,Granulated catfish,"Amazon River Basin, Brazil",Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Pterodoras,Failed,variable,,9878,76.36667,20,24,4,,,,,2.55,6.0,7.5,0.0,0.0,6.0,8.0,2.0,4.0,5.0,15.0,24.0,28.0
F0208,Pterodoras granulosus,Granulated catfish,"Suriname River, Suriname",Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Pterodoras,Failed,variable,,9878,76.36667,20,24,4,,,,,2.55,6.0,7.5,0.0,0.0,6.0,8.0,2.0,4.0,5.0,15.0,24.0,28.0
F0208,Pterodoras granulosus,Granulated catfish,"Guyana Coastal Drainages, Guyana",Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Pterodoras,Failed,variable,,9878,76.36667,20,24,4,,,,,2.55,6.0,7.5,0.0,0.0,6.0,8.0,2.0,4.0,5.0,15.0,24.0,28.0
F0209,Piaractus mesopotamicus,Pacu,"Tocantins River, Maranhão, Brazil",Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Piaractus,Failed,other,,9895,,,,,,,,,2,6.4,6.4,0.0,0.0,4.5,4.5,2.1,2.1,12.3,12.3,28.5,28.5
F0209,Piaractus mesopotamicus,Pacu,"Paraná River, Brazil",Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Piaractus,Failed,other,,9895,,,,,,,,,2,7.0,7.0,0.0,0.0,6.0,6.0,,,,,28.7,28.7
F0209,Piaractus mesopotamicus,Pacu,"Biofloc System, Brazil",Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Piaractus,Failed,other,,9895,,,,,,,,,2,7.67,7.67,0.0,0.0,6.1,6.1,,,,,28.7,28.7
F0209,Piaractus mesopotamicus,Pacu,"Middle Paraná River, Argentina",Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Piaractus,Failed,other,,9895,,,,,,,,,2,7.0,7.0,0.0,0.0,,,,,,,28.7,28.7
F0210,Ameiurus catus,White catfish,"Laguna de Bay, Philippines",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.5,7.5,0.5,1.5,4.5,6.5,2.0,4.0,5.0,10.0,28.0,32.0
F0210,Ameiurus catus,White catfish,"Sacramento River, California",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,7.0,8.0,0.5,1.0,6.0,8.0,1.0,3.0,3.0,7.0,18.0,22.0
F0210,Ameiurus catus,White catfish,"Columbia River, Oregon",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.5,7.5,0.2,0.5,5.0,7.0,1.0,2.0,2.0,6.0,12.0,18.0
F0210,Ameiurus catus,White catfish,"Connecticut River, New England",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.0,7.0,0.1,0.3,4.0,6.0,2.0,4.0,4.0,8.0,15.0,20.0
F0210,Ameiurus catus,White catfish,"Peace River, Florida",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.5,7.5,0.3,0.7,5.5,7.5,1.0,3.0,3.0,6.0,22.0,26.0
F0210,Ameiurus catus,White catfish,"Pensacola Bay, Florida",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.0,7.0,0.5,1.0,4.5,6.5,2.0,4.0,5.0,10.0,18.0,22.0
F0210,Ameiurus catus,White catfish,"Kennebec River, Maine",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.0,7.0,0.1,0.3,4.0,6.0,2.0,4.0,4.0,8.0,15.0,20.0
F0210,Ameiurus catus,White catfish,"Columbia Slough, Oregon",Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Invasive,predator,12,9980,,,,,,,,,3.18,6.0,7.0,0.2,0.5,5.0,7.0,1.0,2.0,2.0,6.0,12.0,18.0
F0211,Labeo calbasu,Orangefin labeo,"Yamuna River, New Delhi",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Established,grazer,,10125,75,,,,,,,,2,7.41,7.41,0.29,0.29,4.5,4.5,7.6,7.6,,,,
F0211,Labeo calbasu,Orangefin labeo,"Ganga River, Barrackpore",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Established,grazer,,10125,75,,,,,,,,2,7.6,7.6,0.4,0.4,5.6,5.6,1.4,1.4,,,,
F0211,Labeo calbasu,Orangefin labeo,"Dekhar Haor, Sunamganj",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Established,grazer,,10125,75,,,,,,,,2,,,,,,,,,,,19.75,27.25
F0211,Labeo calbasu,Orangefin labeo,"River Burhi Gandak, India",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Established,grazer,,10125,75,,,,,,,,2,,,,,,,,,,,,
F0211,Labeo calbasu,Orangefin labeo,"Kang-sabati River, India",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Established,grazer,,10125,75,,,,,,,,2,,,,,,,,,,,,
F0212,Acipenser ruthenus,Sterlet sturgeon,Danube River (Upper Reach),Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Invasive,variable,36,10133.33,120.5,,,,75500,11000.0,140000.0,,3.6,7.5,7.5,0.0,0.0,6.5,6.5,2.5,2.5,5.0,5.0,18.0,18.0
F0212,Acipenser ruthenus,Sterlet sturgeon,Danube River (Middle Reach),Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Invasive,variable,36,10133.33,120.5,,,,75500,11000.0,140000.0,,3.6,7.6,7.6,0.0,0.0,6.2,6.2,2.8,2.8,4.0,4.0,16.0,16.0
F0212,Acipenser ruthenus,Sterlet sturgeon,Volga River (Upper Reach),Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Invasive,variable,36,10133.33,120.5,,,,75500,11000.0,140000.0,,3.6,7.4,7.4,0.0,0.0,7.0,7.0,2.0,2.0,3.0,3.0,14.0,14.0
F0212,Acipenser ruthenus,Sterlet sturgeon,Dniester River,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Invasive,variable,36,10133.33,120.5,,,,75500,11000.0,140000.0,,3.6,7.3,7.3,0.0,0.0,5.5,5.5,3.0,3.0,6.0,6.0,15.0,15.0
F0213,Siniperca chuatsi,Mandarin fish,"Amur River, Russia",Animalia,Chordata,Actinopterygii,Centrarchiformes,Sinipercidae,Siniperca,Reported,predator,,10200,,4,22,18,52318,11264.0,93372.0,,4.45,7.0,8.0,0.0,0.1,6.0,8.0,0.5,1.0,5.0,10.0,4.0,20.0
F0213,Siniperca chuatsi,Mandarin fish,"Pearl River, China",Animalia,Chordata,Actinopterygii,Centrarchiformes,Sinipercidae,Siniperca,Reported,predator,,10200,,4,22,18,52318,11264.0,93372.0,,4.45,7.5,8.5,0.0,0.1,5.0,7.0,0.5,1.5,10.0,15.0,15.0,25.0
F0213,Siniperca chuatsi,Mandarin fish,"Yangtze River, China",Animalia,Chordata,Actinopterygii,Centrarchiformes,Sinipercidae,Siniperca,Reported,predator,,10200,,4,22,18,52318,11264.0,93372.0,,4.45,7.0,8.2,0.0,0.1,6.0,8.0,0.5,1.0,5.0,10.0,5.0,20.0
F0213,Siniperca chuatsi,Mandarin fish,"Lake Poyang, China",Animalia,Chordata,Actinopterygii,Centrarchiformes,Sinipercidae,Siniperca,Reported,predator,,10200,,4,22,18,52318,11264.0,93372.0,,4.45,7.2,8.0,0.0,0.1,6.0,8.0,0.5,1.0,5.0,10.0,10.0,20.0
F0213,Siniperca chuatsi,Mandarin fish,"Lake Taihu, China",Animalia,Chordata,Actinopterygii,Centrarchiformes,Sinipercidae,Siniperca,Reported,predator,,10200,,4,22,18,52318,11264.0,93372.0,,4.45,7.3,8.1,0.0,0.1,5.5,7.5,0.5,1.0,10.0,15.0,15.0,25.0
F0213,Siniperca chuatsi,Mandarin fish,"Lake Shangshe, China",Animalia,Chordata,Actinopterygii,Centrarchiformes,Sinipercidae,Siniperca,Reported,predator,,10200,,4,22,18,52318,11264.0,93372.0,,4.45,7.0,8.0,0.0,0.1,6.0,8.0,0.5,1.0,5.0,10.0,5.0,20.0
F0214,Lates microlepis,Forktail lates,"Lake Buhi, Camarines Sur",Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Lates,Failed,predator,13,10523.33,101,24,28,4,,,,,4.35,7.0,7.5,0.1,0.3,6.0,7.5,1.0,3.0,5.0,10.0,27.0,29.0
F0214,Lates microlepis,Forktail lates,Laguna de Bay,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Lates,Failed,predator,13,10523.33,101,24,28,4,,,,,4.35,7.0,8.0,0.1,0.5,6.2,7.8,2.0,4.0,10.0,15.0,23.2,37.5
F0214,Lates microlepis,Forktail lates,Lake Mainit,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Lates,Failed,predator,13,10523.33,101,24,28,4,,,,,4.35,7.0,7.5,0.1,0.2,6.5,8.0,1.5,3.0,5.0,12.0,26.0,28.0
F0214,Lates microlepis,Forktail lates,Tayabas River,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Lates,Failed,predator,13,10523.33,101,24,28,4,,,,,4.35,6.5,7.5,0.0,0.2,5.0,6.5,3.0,5.0,15.0,20.0,28.0,30.0
F0215,Leuciscus aspius,Asp,Danube River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Invasive,predator,10.5,10540,81.7,4,20,16,258750,68000.0,449500.0,,4.46999979,7.5,8.5,0.1,0.5,6.0,9.0,1.0,3.0,5.0,10.0,10.0,20.0
F0215,Leuciscus aspius,Asp,Lake Balaton,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Invasive,predator,10.5,10540,81.7,4,20,16,258750,68000.0,449500.0,,4.46999979,7.6,8.2,0.2,0.4,7.0,10.0,2.0,4.0,6.0,12.0,15.0,25.0
F0215,Leuciscus aspius,Asp,Lake Neusiedl,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Invasive,predator,10.5,10540,81.7,4,20,16,258750,68000.0,449500.0,,4.46999979,7.8,8.3,0.3,0.6,6.0,8.0,1.0,2.0,4.0,8.0,12.0,22.0
F0215,Leuciscus aspius,Asp,Morava River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Invasive,predator,10.5,10540,81.7,4,20,16,258750,68000.0,449500.0,,4.46999979,7.4,8.0,0.1,0.3,5.0,8.0,1.0,2.0,3.0,7.0,8.0,18.0
F0215,Leuciscus aspius,Asp,Lake Balaton,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Invasive,predator,10.5,10540,81.7,4,20,16,258750,68000.0,449500.0,,4.46999979,7.6,8.2,0.2,0.4,7.0,10.0,2.0,4.0,6.0,12.0,15.0,25.0
F0216,Sander vitreus,Walleye,"Tathlina Lake, NT",Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,Invasive,predator,20.2,11117.5,106.6,20,24,4,167455.3,36528.33,376786.8,,4.16,7.5,7.5,0.0,0.0,6.5,6.5,,,10.0,10.0,15.0,15.0
F0216,Sander vitreus,Walleye,Lake Ontario,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,Invasive,predator,20.2,11117.5,106.6,20,24,4,167455.3,36528.33,376786.8,,4.16,8.0,8.0,0.0,0.0,5.0,5.0,,,5.0,5.0,20.0,20.0
F0216,Sander vitreus,Walleye,Lake Erie,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,Invasive,predator,20.2,11117.5,106.6,20,24,4,167455.3,36528.33,376786.8,,4.16,8.2,8.2,0.0,0.0,6.0,6.0,,,3.0,3.0,22.0,22.0
